@relation beansData

@attribute LENGTH REAL
@attribute BREADTH REAL
@attribute WIDTH REAL
@attribute NAME {BIG_DRUM,SMALL_DRUM,oloyin_beans,MILK_BEANS}

@data
10.34,7.52,7.22,BIG_DRUM
11.00,7.48,7.21,BIG_DRUM
8.73,7.16,7.05,BIG_DRUM
9.74,7.68,7.65,BIG_DRUM
9.19,6.91,6.76,BIG_DRUM
9.61,6.38,6.30,BIG_DRUM
9.76,7.1,5.85,BIG_DRUM
11.54,7.47,7.05,BIG_DRUM
9.47,6.72,6.52,BIG_DRUM
11.12,6.87,6.85,BIG_DRUM
8.64,6.8,6.62,BIG_DRUM
9.65,6.46,6.04,BIG_DRUM
8.54,6.56,6.45,BIG_DRUM
8.65,6.58,6.36,BIG_DRUM
9.89,7.99,7.01,BIG_DRUM
9.69,7.77,6.57,BIG_DRUM
10.01,7.51,7.09,BIG_DRUM
9.72,6.78,5.77,BIG_DRUM
9.53,6.45,6.12,BIG_DRUM
10.41,7.19,6.92,BIG_DRUM
8.63,7.07,6.99,BIG_DRUM
9.26,6.97,6.65,BIG_DRUM
9.47,7.4,6.90,BIG_DRUM
9.15,6.49,5.93,BIG_DRUM
8.69,7.18,6.81,BIG_DRUM
10.42,7.57,7.39,BIG_DRUM
8.93,6.98,6.96,BIG_DRUM
10.60,6.9,6.67,BIG_DRUM
9.14,7.45,6.32,BIG_DRUM
9.27,6.19,6.02,BIG_DRUM
9.56,6.86,6.61,BIG_DRUM
9.29,7.7,7.68,BIG_DRUM
9.32,6.98,6.65,BIG_DRUM
11.03,8.11,7.60,BIG_DRUM
10.16,7.38,7.62,BIG_DRUM
9.80,7.84,7.53,BIG_DRUM
11.19,8.09,7.31,BIG_DRUM
9.97,7.32,7.22,BIG_DRUM
10.83,7.62,7.44,BIG_DRUM
11.30,7.67,7.47,BIG_DRUM
10.13,7.64,7.53,BIG_DRUM
9.86,7.4,7.22,BIG_DRUM
10.20,7.75,7.23,BIG_DRUM
9.33,8.09,7.42,BIG_DRUM
10.21,7.8,7.72,BIG_DRUM
11.32,8.39,8.22,BIG_DRUM
10.08,8.36,7.63,BIG_DRUM
11.23,7.86,7.68,BIG_DRUM
11.56,7.96,7.32,BIG_DRUM
9.25,7.34,6.97,BIG_DRUM
10.56,8.38,7.35,BIG_DRUM
10.28,7.11,6.94,BIG_DRUM
10.86,8.5,7.53,BIG_DRUM
10.65,6.85,6.83,BIG_DRUM
10.22,7.43,7.29,BIG_DRUM
9.75,7.56,7.38,BIG_DRUM
8.86,7.2,7.14,BIG_DRUM
9.79,7.47,7.35,BIG_DRUM
8.79,7.36,6.85,BIG_DRUM
9.32,6.99,6.95,BIG_DRUM
9.47,7.36,6.36,BIG_DRUM
8.95,6.6,6.40,BIG_DRUM
11.04,7.75,7.72,BIG_DRUM
9.62,7.21,6.88,BIG_DRUM
10.63,7.64,4.97,BIG_DRUM
9.62,7.32,4.53,BIG_DRUM
9.96,6.84,4.17,BIG_DRUM
9.93,7.3,4.59,BIG_DRUM
10.90,8.2,5.32,BIG_DRUM
10.91,7.6,4.63,BIG_DRUM
9.42,6,3.71,BIG_DRUM
9.85,7.12,4.82,BIG_DRUM
10.10,7.17,4.45,BIG_DRUM
10.39,8.42,5.23,BIG_DRUM
10.43,7.28,4.39,BIG_DRUM
10.53,7.82,5.91,BIG_DRUM
9.73,7.57,4.60,BIG_DRUM
11.06,7.44,4.58,BIG_DRUM
8.35,6.78,4.28,BIG_DRUM
9.87,7.12,4.27,BIG_DRUM
9.00,6.93,4.16,BIG_DRUM
10.68,7.25,4.92,BIG_DRUM
10.73,7.27,4.40,BIG_DRUM
9.92,8.29,5.30,BIG_DRUM
9.62,7.32,4.53,BIG_DRUM
10.39,8.42,5.23,BIG_DRUM
9.92,8.29,5.30,BIG_DRUM
9.86,8.2,4.50,BIG_DRUM
9.56,8.32,4.51,BIG_DRUM
10.32,7.38,4.58,BIG_DRUM
9.66,8.27,4.33,BIG_DRUM
9.59,8.19,5.11,BIG_DRUM
9.66,8.56,4.29,BIG_DRUM
9.78,8.79,4.61,BIG_DRUM
10.22,8.32,5.32,BIG_DRUM
9.65,7.2,4.28,BIG_DRUM
9.79,7.56,5.12,BIG_DRUM
9.91,8.27,4.38,BIG_DRUM
9.68,8.16,4.26,BIG_DRUM
9.29,7.69,4.91,BIG_DRUM
10.02,8.28,4.88,BIG_DRUM
10.36,8.29,5.21,BIG_DRUM
9.21,7.62,3.98,BIG_DRUM
9.33,8.49,4.21,BIG_DRUM
9.86,7.39,4.61,BIG_DRUM
10.11,8.26,5.32,BIG_DRUM
10.31,8.39,5.66,BIG_DRUM
9.37,7.29,4.39,BIG_DRUM
9.38,7.61,4.30,BIG_DRUM
10.62,8.66,5.12,BIG_DRUM
10.22,7.38,5.23,BIG_DRUM
9.86,8.27,4.52,BIG_DRUM
9.91,7.62,5.12,BIG_DRUM
9.86,7.39,4.26,BIG_DRUM
9.69,7.59,4.61,BIG_DRUM
9.98,8.79,4.51,BIG_DRUM
10.38,8.16,4.33,BIG_DRUM
9.79,7.61,4.21,BIG_DRUM
10.36,7.11,4.32,BIG_DRUM
9.33,7.31,5.71,BIG_DRUM
10.11,7.28,5.81,BIG_DRUM
9.86,8.91,4.97,BIG_DRUM
10.22,8.61,5.61,BIG_DRUM
9.65,7.77,4.22,BIG_DRUM
10.39,7.32,4.39,BIG_DRUM
10.32,8.11,4.29,BIG_DRUM
8.98,6.59,3.97,BIG_DRUM
9.08,7.61,4.61,BIG_DRUM
10.11,8.29,5.27,BIG_DRUM
9.65,7.97,5.32,BIG_DRUM
10.01,8.2,5.31,BIG_DRUM
9.99,8.02,4.66,BIG_DRUM
8.94,6.22,4.89,BIG_DRUM
10.61,7.91,4.71,BIG_DRUM
9.21,7.61,4.61,BIG_DRUM
9.60,7.38,4.98,BIG_DRUM
10.44,7.21,4.21,BIG_DRUM
10.64,7.1,4.24,BIG_DRUM
11.10,8.61,5.99,BIG_DRUM
9.78,6.82,5.04,BIG_DRUM
9.96,7.35,4.33,BIG_DRUM
7.75,6.46,4.24,BIG_DRUM
9.81,7.15,5.24,BIG_DRUM
10.96,6.93,4.18,BIG_DRUM
9.80,7.1,4.45,BIG_DRUM
9.74,6.49,4.82,BIG_DRUM
9.55,7.21,4.49,BIG_DRUM
9.74,7.1,5.77,BIG_DRUM
9.62,7.21,4.12,BIG_DRUM
9.74,7.29,3.98,BIG_DRUM
9.53,7.98,4.69,BIG_DRUM
9.04,8.56,4.61,BIG_DRUM
10.31,8.79,5.01,BIG_DRUM
10.18,8.66,4.99,BIG_DRUM
9.81,7.12,4.23,BIG_DRUM
8.99,7.08,3.89,BIG_DRUM
9.96,8.11,5.02,BIG_DRUM
8.97,7.28,4.61,BIG_DRUM
9.08,8.09,4.83,BIG_DRUM
9.88,7.56,4.88,BIG_DRUM
10.21,8.42,5.12,BIG_DRUM
9.99,7.32,4.29,BIG_DRUM
8.97,7.2,4.58,BIG_DRUM
9.76,7.21,4.50,BIG_DRUM
10.51,8.44,7.58,BIG_DRUM
10.68,6.97,6.76,BIG_DRUM
10.62,6.88,6.83,BIG_DRUM
10.73,7.4,7.30,BIG_DRUM
9.90,7.67,7.57,BIG_DRUM
9.40,6.88,6.78,BIG_DRUM
10.30,7.36,7.41,BIG_DRUM
9.02,7.22,7.03,BIG_DRUM
9.98,7.03,6.98,BIG_DRUM
9.79,7.05,6.70,BIG_DRUM
9.18,7.23,7.07,BIG_DRUM
9.00,7.19,6.91,BIG_DRUM
9.64,7.09,6.93,BIG_DRUM
9.88,6.85,6.50,BIG_DRUM
8.96,7.46,7.41,BIG_DRUM
9.58,7.23,7.12,BIG_DRUM
9.87,7.73,7.35,BIG_DRUM
8.87,7.36,6.86,BIG_DRUM
8.57,6.35,6.25,BIG_DRUM
9.27,7.93,7.91,BIG_DRUM
9.63,7.1,7.37,BIG_DRUM
9.40,7.56,6.21,BIG_DRUM
10.69,7.6,7.03,BIG_DRUM
10.79,6.15,7.24,BIG_DRUM
9.67,7,6.12,BIG_DRUM
9.51,8.01,6.94,BIG_DRUM
11.16,7.43,7.47,BIG_DRUM
9.31,7.52,7.24,BIG_DRUM
9.54,7.6,7.28,BIG_DRUM
11.44,7.22,7.49,BIG_DRUM
10.79,6.99,6.34,BIG_DRUM
9.45,7.64,5.74,BIG_DRUM
9.58,7.52,6.45,BIG_DRUM
11.01,8.42,7.30,BIG_DRUM
10.97,8.01,7.58,BIG_DRUM
10.91,8.27,7.65,BIG_DRUM
9.55,8.31,6.98,BIG_DRUM
9.09,8.05,7.14,BIG_DRUM
10.53,7.51,7.77,BIG_DRUM
9.91,8.62,6.27,BIG_DRUM
12.41,8.98,7.81,BIG_DRUM
10.52,6.42,7.72,BIG_DRUM
9.48,7.62,6.40,BIG_DRUM
9.99,7.55,6.81,BIG_DRUM
9.87,7.36,6.47,BIG_DRUM
10.57,6.49,6.39,BIG_DRUM
8.22,7.02,6.19,BIG_DRUM
9.47,7.1,6.77,BIG_DRUM
9.13,7.52,7.13,BIG_DRUM
9.07,7.32,7.45,BIG_DRUM
8.21,8.08,6.06,BIG_DRUM
1.10,7.23,7.57,BIG_DRUM
10.51,7.87,7.22,BIG_DRUM
10.16,7.75,6.35,BIG_DRUM
10.32,7.9,6.72,BIG_DRUM
9.02,8.07,6.35,BIG_DRUM
10.46,7.62,7.24,BIG_DRUM
10.43,8.6,7.15,BIG_DRUM
10.31,6.73,7.59,BIG_DRUM
11.25,7.44,5.91,BIG_DRUM
9.02,7.76,6.55,BIG_DRUM
9.19,7.21,6.97,BIG_DRUM
9.40,8.09,6.80,BIG_DRUM
9.74,7.75,7.16,BIG_DRUM
10.56,8.86,7.25,BIG_DRUM
11.27,7.79,7.56,BIG_DRUM
10.47,8.03,6.71,BIG_DRUM
10.16,7.51,7.27,BIG_DRUM
10.04,8.01,6.66,BIG_DRUM
10.49,7.15,7.84,BIG_DRUM
9.56,7.46,6.37,BIG_DRUM
9.88,8.97,6.88,BIG_DRUM
9.86,7.44,6.74,BIG_DRUM
8.47,6.66,6.98,BIG_DRUM
9.07,8.05,6.33,BIG_DRUM
9.90,8.56,7.26,BIG_DRUM
10.41,6.84,6.17,BIG_DRUM
8.57,7.66,6.44,BIG_DRUM
9.10,6.88,7.38,BIG_DRUM
10.38,7.51,6.43,BIG_DRUM
8.52,7.41,6.98,BIG_DRUM
8.94,7.42,7.15,BIG_DRUM
8.91,7.43,7.00,BIG_DRUM
9.06,7.18,7.32,BIG_DRUM
9.46,7.23,7.08,BIG_DRUM
9.29,6.72,6.92,BIG_DRUM
9.68,7.2,6.41,BIG_DRUM
8.91,8.14,6.94,BIG_DRUM
10.06,7.09,7.15,BIG_DRUM
10.26,7.36,6.80,BIG_DRUM
9.82,7.91,7.49,BIG_DRUM
9.76,7.99,7.11,BIG_DRUM
9.46,6.49,7.55,BIG_DRUM
10.90,8.31,6.57,BIG_DRUM
9.97,8.55,8.20,BIG_DRUM
10.17,8.07,7.16,BIG_DRUM
10.39,8.13,7.39,BIG_DRUM
10.28,8.08,6.15,BIG_DRUM
10.16,8.68,7.55,BIG_DRUM
9.98,8.1,7.32,BIG_DRUM
10.93,8.68,7.59,BIG_DRUM
9.74,7.51,6.29,BIG_DRUM
11.13,8.43,7.26,BIG_DRUM
11.37,8.94,7.90,BIG_DRUM
9.27,7.17,5.89,BIG_DRUM
11.13,8.78,7.60,BIG_DRUM
10.22,7.61,7.43,BIG_DRUM
10.16,7.81,7.50,BIG_DRUM
10.19,7.65,7.80,BIG_DRUM
10.46,7.68,7.60,BIG_DRUM
9.08,7.07,6.84,BIG_DRUM
9.73,7.21,7.03,BIG_DRUM
10.25,6.92,6.81,BIG_DRUM
9.01,7.21,6.78,BIG_DRUM
8.76,7.12,6.94,BIG_DRUM
10.69,6.75,6.66,BIG_DRUM
10.78,8.25,7.56,BIG_DRUM
9.96,7.21,7.18,BIG_DRUM
9.31,6.84,6.18,BIG_DRUM
11.23,7.43,7.25,BIG_DRUM
11.34,7.91,7.64,BIG_DRUM
9.76,7.37,6.97,BIG_DRUM
9.80,7.31,7.00,BIG_DRUM
9.75,7.25,6.99,BIG_DRUM
9.16,6.89,6.88,BIG_DRUM
10.98,6.77,6.13,BIG_DRUM
9.96,7.95,7.77,BIG_DRUM
10.51,7.83,7.68,BIG_DRUM
10.53,7.01,6.69,BIG_DRUM
8.70,6.68,6.53,BIG_DRUM
9.48,7.41,7.34,BIG_DRUM
10.14,6.9,6.43,BIG_DRUM
8.80,6.29,6.23,BIG_DRUM
11.27,7.38,7.32,BIG_DRUM
10.28,6.79,6.46,BIG_DRUM
9.68,6.29,6.25,BIG_DRUM
9.86,6.96,6.64,BIG_DRUM
7.94,7.22,7.09,BIG_DRUM
9.51,7.11,7.04,BIG_DRUM
9.84,6.93,6.77,BIG_DRUM
10.30,7.22,7.15,BIG_DRUM
8.65,6.74,6.60,BIG_DRUM
8.69,6.52,6.32,BIG_DRUM
9.38,6.39,6.31,BIG_DRUM
10.74,6.63,6.55,BIG_DRUM
8.20,6.92,6.53,BIG_DRUM
10.72,7.19,7.17,BIG_DRUM
9.12,6.45,6.36,BIG_DRUM
9.04,6.99,6.90,BIG_DRUM
8.07,6.69,6.44,BIG_DRUM
10.48,6.03,5.85,BIG_DRUM
10.82,7.31,7.14,BIG_DRUM
9.79,7.69,7.51,BIG_DRUM
9.77,7.08,6.89,BIG_DRUM
10.09,8.09,7.88,BIG_DRUM
8.72,6.55,6.44,BIG_DRUM
9.62,8,7.95,BIG_DRUM
9.41,6.9,6.89,BIG_DRUM
9.05,6.66,6.62,BIG_DRUM
10.47,6.83,6.78,BIG_DRUM
8.56,6.29,7.08,BIG_DRUM
11.02,6.22,7.06,BIG_DRUM
10.29,6.93,6.84,BIG_DRUM
8.63,6.88,6.34,BIG_DRUM
9.04,6.43,6.26,BIG_DRUM
10.06,7.16,7.09,BIG_DRUM
8.65,6.92,6.76,BIG_DRUM
8.96,6.09,5.64,BIG_DRUM
9.60,7.9,7.52,BIG_DRUM
9.63,7.44,7.08,BIG_DRUM
10.32,7.21,7.11,BIG_DRUM
11.24,8.88,7.96,BIG_DRUM
10.34,8.25,7.90,BIG_DRUM
8.79,7.53,6.93,BIG_DRUM
9.94,8.11,7.87,BIG_DRUM
9.43,8.64,7.87,BIG_DRUM
10.43,8.04,7.63,BIG_DRUM
10.29,6.84,6.75,BIG_DRUM
10.88,8.16,7.22,BIG_DRUM
10.70,8.37,8.03,BIG_DRUM
9.74,8.52,7.34,BIG_DRUM
9.54,6.77,6.21,BIG_DRUM
10.06,7.46,7.09,BIG_DRUM
10.11,7.71,7.39,BIG_DRUM
10.03,7.37,7.11,BIG_DRUM
10.16,8.35,7.56,BIG_DRUM
9.86,8.21,7.09,BIG_DRUM
10.91,8.39,7.74,BIG_DRUM
9.94,7.68,7.62,BIG_DRUM
8.42,6.9,6.81,BIG_DRUM
10.06,6.85,6.76,BIG_DRUM
9.36,6.77,6.38,BIG_DRUM
8.79,5.69,5.38,BIG_DRUM
10.14,7.22,6.74,BIG_DRUM
9.52,5.98,5.92,BIG_DRUM
10.47,7.26,7.06,BIG_DRUM
8.64,7.05,5.97,BIG_DRUM
9.95,8.02,6.59,BIG_DRUM
9.00,7.92,6.13,BIG_DRUM
10.35,8.3,7.48,BIG_DRUM
9.90,6.69,5.33,SMALL_DRUM
9.81,7.15,6.89,SMALL_DRUM
10.55,7.3,7.17,SMALL_DRUM
9.96,6.93,6.85,SMALL_DRUM
10.32,6.65,6.62,SMALL_DRUM
9.78,7.46,6.40,SMALL_DRUM
9.94,6.77,6.65,SMALL_DRUM
9.60,7.07,6.98,SMALL_DRUM
9.90,7.38,7.37,SMALL_DRUM
10.44,6.83,6.60,SMALL_DRUM
9.62,7.21,5.12,SMALL_DRUM
9.55,6.97,5.81,SMALL_DRUM
10.64,7.1,7.04,SMALL_DRUM
11.02,7.07,6.87,SMALL_DRUM
10.48,6.92,6.79,SMALL_DRUM
9.78,7.36,7.33,SMALL_DRUM
9.90,7.35,7.24,SMALL_DRUM
9.75,6.46,6.49,SMALL_DRUM
9.80,7.13,6.82,SMALL_DRUM
11.19,6.43,6.82,SMALL_DRUM
9.35,7.1,6.92,SMALL_DRUM
9.74,6.49,6.71,SMALL_DRUM
10.01,6.46,6.45,SMALL_DRUM
9.40,6.91,6.83,SMALL_DRUM
10.14,6.95,6.93,SMALL_DRUM
9.54,7.18,7.12,SMALL_DRUM
9.18,6.65,6.60,SMALL_DRUM
9.73,7.03,7.10,SMALL_DRUM
9.51,7.06,6.98,SMALL_DRUM
9.42,6.8,6.75,SMALL_DRUM
9.95,6.84,6.78,SMALL_DRUM
10.12,6.96,6.90,SMALL_DRUM
9.49,6.6,5.00,SMALL_DRUM
8.92,6.78,6.80,SMALL_DRUM
9.56,7.13,6.89,SMALL_DRUM
9.43,6.86,6.81,SMALL_DRUM
9.38,6.86,6.82,SMALL_DRUM
9.35,6.71,6.68,SMALL_DRUM
9.63,6.94,7.08,SMALL_DRUM
7.85,7.33,7.30,SMALL_DRUM
9.68,7.23,7.26,SMALL_DRUM
9.77,7.26,7.21,SMALL_DRUM
9.44,6.69,6.37,SMALL_DRUM
9.73,6.6,6.44,SMALL_DRUM
9.43,6.57,6.65,SMALL_DRUM
9.50,6.99,6.60,SMALL_DRUM
9.93,7.07,6.95,SMALL_DRUM
9.98,6.91,6.71,SMALL_DRUM
8.93,6.67,6.59,SMALL_DRUM
9.33,6.71,6.42,SMALL_DRUM
10.33,6.97,6.95,SMALL_DRUM
10.22,6.72,6.52,SMALL_DRUM
8.61,6.64,6.57,SMALL_DRUM
8.75,6.51,6.69,SMALL_DRUM
9.20,6.44,6.33,SMALL_DRUM
9.46,6.86,6.69,SMALL_DRUM
9.10,7.03,7.16,SMALL_DRUM
9.91,6.84,6.75,SMALL_DRUM
9.97,7.33,7.22,SMALL_DRUM
9.32,6.81,6.72,SMALL_DRUM
9.73,6.97,6.98,SMALL_DRUM
9.86,7.1,7.05,SMALL_DRUM
9.19,6.33,6.28,SMALL_DRUM
9.58,6.37,6.43,SMALL_DRUM
10.92,6.59,6.61,SMALL_DRUM
9.40,6.34,6.42,SMALL_DRUM
8.64,6.23,6.35,SMALL_DRUM
8.85,6.29,6.42,SMALL_DRUM
10.79,6.4,5.96,SMALL_DRUM
10.00,6.39,6.31,SMALL_DRUM
8.97,6.7,6.72,SMALL_DRUM
9.87,6.87,6.59,SMALL_DRUM
8.35,6.96,6.94,SMALL_DRUM
9.38,6.68,6.64,SMALL_DRUM
9.53,6.61,6.41,SMALL_DRUM
9.56,6.89,6.80,SMALL_DRUM
9.01,6.94,6.41,SMALL_DRUM
9.01,6,6.48,SMALL_DRUM
9.37,6.58,6.53,SMALL_DRUM
10.31,6.99,6.87,SMALL_DRUM
10.39,7.5,7.60,SMALL_DRUM
10.90,7.27,7.13,SMALL_DRUM
10.18,6.69,6.52,SMALL_DRUM
9.31,6.85,6.64,SMALL_DRUM
10.24,7.33,7.40,SMALL_DRUM
10.65,7.63,7.33,SMALL_DRUM
9.34,6.89,6.90,SMALL_DRUM
9.45,7.94,6.94,SMALL_DRUM
9.50,7.94,7.91,SMALL_DRUM
9.49,7.22,6.82,SMALL_DRUM
10.25,8.09,8.25,SMALL_DRUM
10.24,7.25,7.17,SMALL_DRUM
9.34,6.51,6.66,SMALL_DRUM
9.97,7.23,7.07,SMALL_DRUM
8.10,7.02,7.06,SMALL_DRUM
9.45,7.09,7.46,SMALL_DRUM
10.90,6.67,6.69,SMALL_DRUM
10.25,6.55,6.62,SMALL_DRUM
10.67,7.68,7.84,SMALL_DRUM
9.75,6.93,6.87,SMALL_DRUM
10.96,7.35,7.34,SMALL_DRUM
9.76,7.22,7.10,SMALL_DRUM
9.94,7.03,6.91,SMALL_DRUM
9.17,6.65,6.86,SMALL_DRUM
9.29,6.82,7.04,SMALL_DRUM
9.75,7.05,7.06,SMALL_DRUM
10.01,7.09,6.90,SMALL_DRUM
10.43,6.88,6.82,SMALL_DRUM
9.54,6.72,7.05,SMALL_DRUM
9.20,6.86,6.00,SMALL_DRUM
8.77,6.82,6.50,SMALL_DRUM
9.92,6.86,6.55,SMALL_DRUM
9.56,7.15,7.04,SMALL_DRUM
10.85,7.13,6.90,SMALL_DRUM
9.57,7.23,6.50,SMALL_DRUM
9.55,7.92,6.12,SMALL_DRUM
9.57,6.61,6.21,SMALL_DRUM
8.13,4.82,3.83,SMALL_DRUM
7.45,4.61,3.25,SMALL_DRUM
7.94,5.01,3.54,SMALL_DRUM
7.30,5.01,3.54,SMALL_DRUM
7.83,5.24,3.54,SMALL_DRUM
8.06,5.08,3.29,SMALL_DRUM
7.15,4.67,3.47,SMALL_DRUM
7.86,4.99,2.96,SMALL_DRUM
7.83,5.36,3.62,SMALL_DRUM
7.37,5.06,2.46,SMALL_DRUM
7.19,4.8,3.02,SMALL_DRUM
7.72,5.14,3.12,SMALL_DRUM
7.68,5.36,3.37,SMALL_DRUM
7.48,4.92,3.05,SMALL_DRUM
7.21,5.21,3.38,SMALL_DRUM
8.44,4.97,3.56,SMALL_DRUM
7.57,5.36,3.17,SMALL_DRUM
7.48,5.34,3.44,SMALL_DRUM
7.97,4.19,3.34,SMALL_DRUM
7.16,4.51,3.05,SMALL_DRUM
7.22,4.61,3.51,SMALL_DRUM
8.66,5.16,3.61,SMALL_DRUM
8.70,4.85,3.28,SMALL_DRUM
8.71,5.09,3.32,SMALL_DRUM
8.30,5.38,3.44,SMALL_DRUM
8.44,5.1,3.91,SMALL_DRUM
9.20,5.35,3.96,SMALL_DRUM
7.87,4.8,3.75,SMALL_DRUM
8.60,4.94,2.95,SMALL_DRUM
7.93,5.33,3.44,SMALL_DRUM
8.61,5.05,3.25,SMALL_DRUM
7.56,4.59,3.22,SMALL_DRUM
8.03,5.02,3.70,SMALL_DRUM
7.08,4.5,3.55,SMALL_DRUM
8.07,4.97,3.44,SMALL_DRUM
8.27,5.23,3.81,SMALL_DRUM
7.93,5.09,3.76,SMALL_DRUM
7.87,5.23,3.55,SMALL_DRUM
7.57,5.26,3.76,SMALL_DRUM
6.80,4.4,2.90,SMALL_DRUM
7.97,6.12,3.25,SMALL_DRUM
8.08,4.76,3.82,SMALL_DRUM
7.06,4.7,2.78,SMALL_DRUM
7.80,5.25,3.85,SMALL_DRUM
6.97,4.67,2.83,SMALL_DRUM
7.83,5.19,3.36,SMALL_DRUM
7.95,5.22,3.31,SMALL_DRUM
8.14,5.33,3.37,SMALL_DRUM
8.11,5.36,3.64,SMALL_DRUM
8.78,5.26,3.67,SMALL_DRUM
7.50,5.09,3.58,SMALL_DRUM
7.68,4.85,3.24,SMALL_DRUM
8.97,5.13,3.22,SMALL_DRUM
7.71,5.09,3.97,SMALL_DRUM
9.03,6.26,4.10,SMALL_DRUM
8.69,5.3,3.71,SMALL_DRUM
8.21,4.66,3.46,SMALL_DRUM
8.08,5.07,4.04,SMALL_DRUM
8.83,5.07,4.04,SMALL_DRUM
8.21,5.28,3.24,SMALL_DRUM
8.15,4.72,3.15,SMALL_DRUM
7.74,5.2,2.91,SMALL_DRUM
7.78,5.15,3.09,SMALL_DRUM
7.01,4.79,2.81,SMALL_DRUM
8.91,5.13,2.90,SMALL_DRUM
7.28,4.68,2.76,SMALL_DRUM
7.89,4.69,3.18,SMALL_DRUM
7.50,5.29,3.11,SMALL_DRUM
7.42,3.19,2.83,SMALL_DRUM
7.83,4.93,3.58,SMALL_DRUM
9.23,6.45,3.38,SMALL_DRUM
8.07,5.05,3.81,SMALL_DRUM
8.39,5.47,4.40,SMALL_DRUM
8.99,5.27,3.05,SMALL_DRUM
7.68,5.15,3.65,SMALL_DRUM
7.05,5.22,3.70,SMALL_DRUM
9.09,4.72,2.86,SMALL_DRUM
7.98,5.4,2.93,SMALL_DRUM
7.66,5.26,3.45,SMALL_DRUM
8.57,5.22,3.42,SMALL_DRUM
7.52,5.82,3.52,SMALL_DRUM
8.08,5.45,3.65,SMALL_DRUM
7.84,5.24,4.09,SMALL_DRUM
8.08,5.25,3.85,SMALL_DRUM
8.70,5.9,3.52,SMALL_DRUM
8.80,5.47,3.26,SMALL_DRUM
8.11,5.4,3.39,SMALL_DRUM
9.29,5.65,3.06,SMALL_DRUM
8.63,5.31,3.27,SMALL_DRUM
8.59,5.43,3.25,SMALL_DRUM
8.01,5.66,3.16,SMALL_DRUM
7.80,5.15,2.93,SMALL_DRUM
7.93,5.61,3.18,SMALL_DRUM
7.63,5.64,3.23,SMALL_DRUM
7.83,5.01,3.35,SMALL_DRUM
7.85,5.19,3.33,SMALL_DRUM
7.78,5.04,3.22,SMALL_DRUM
8.16,5.86,3.77,SMALL_DRUM
7.29,5.39,3.50,SMALL_DRUM
7.03,5.16,3.33,SMALL_DRUM
7.18,5.09,3.64,SMALL_DRUM
7.71,5.2,3.90,SMALL_DRUM
7.07,5.56,3.63,SMALL_DRUM
7.67,5.11,3.75,SMALL_DRUM
8.36,4.96,2.61,SMALL_DRUM
7.46,5.63,3.61,SMALL_DRUM
7.85,4.74,2.13,SMALL_DRUM
8.29,5.01,3.69,SMALL_DRUM
8.31,5.41,3.50,SMALL_DRUM
7.50,4.52,3.18,SMALL_DRUM
7.06,5.09,3.07,SMALL_DRUM
8.11,5.22,3.76,SMALL_DRUM
7.63,5.22,3.76,SMALL_DRUM
7.36,4.78,2.78,SMALL_DRUM
7.19,4.98,2.77,SMALL_DRUM
7.78,5.05,3.48,SMALL_DRUM
7.75,5.24,3.34,SMALL_DRUM
8.02,4.76,3.28,SMALL_DRUM
8.58,5.87,3.22,SMALL_DRUM
8.82,5.71,3.23,SMALL_DRUM
7.99,5.21,3.50,SMALL_DRUM
8.39,5.33,3.07,SMALL_DRUM
7.98,5.31,3.48,SMALL_DRUM
7.95,5.19,3.53,SMALL_DRUM
8.74,5.05,3.31,SMALL_DRUM
7.40,5.1,2.68,SMALL_DRUM
7.51,4.67,3.05,SMALL_DRUM
7.95,5.55,2.86,SMALL_DRUM
7.32,4.85,3.27,SMALL_DRUM
7.70,4.94,2.98,SMALL_DRUM
8.04,5.01,3.29,SMALL_DRUM
8.26,5.34,3.78,SMALL_DRUM
7.19,4.9,2.98,SMALL_DRUM
7.66,4.75,3.13,SMALL_DRUM
6.73,5.86,3.70,SMALL_DRUM
7.66,4.75,3.13,SMALL_DRUM
9.49,6.79,4.72,SMALL_DRUM
7.84,5.29,3.17,SMALL_DRUM
7.64,4.87,3.01,SMALL_DRUM
8.13,5.05,3.35,SMALL_DRUM
8.42,4.75,3.22,SMALL_DRUM
8.24,5.28,3.68,SMALL_DRUM
8.11,5.23,3.40,SMALL_DRUM
7.78,5.05,3.13,SMALL_DRUM
8.38,5.16,3.78,SMALL_DRUM
8.51,5.25,3.54,SMALL_DRUM
8.20,5.3,3.23,SMALL_DRUM
7.25,4.6,3.04,SMALL_DRUM
7.55,5.32,3.55,SMALL_DRUM
8.16,4.88,3.42,SMALL_DRUM
8.05,4.84,3.30,SMALL_DRUM
8.79,5.17,3.30,SMALL_DRUM
8.30,4.97,3.40,SMALL_DRUM
8.33,5.33,3.90,SMALL_DRUM
9.11,5.29,3.34,SMALL_DRUM
7.04,5.56,2.71,SMALL_DRUM
7.55,4.65,3.55,SMALL_DRUM
7.05,4.66,2.86,SMALL_DRUM
8.39,4.98,3.18,SMALL_DRUM
8.16,5.42,2.72,SMALL_DRUM
7.02,4.72,2.80,SMALL_DRUM
8.35,5.5,3.91,SMALL_DRUM
7.84,5.2,2.70,SMALL_DRUM
7.70,4.87,3.28,SMALL_DRUM
8.13,5.14,3.31,SMALL_DRUM
8.20,5.66,2.87,SMALL_DRUM
7.70,5.01,3.30,SMALL_DRUM
7.08,4.61,3.26,SMALL_DRUM
