@relation beansData

@attribute LENGTH REAL
@attribute BREADTH REAL
@attribute WIDTH REAL
@attribute NAME {BIG_DRUM,SMALL_DRUM,oloyin_beans,MILK_BEANS}

@data
8.99,5.5,3.84,SMALL_DRUM
6.65,4.53,2.91,SMALL_DRUM
8.20,5.17,3.39,SMALL_DRUM
7.68,5.18,3.66,SMALL_DRUM
7.76,5.01,3.67,SMALL_DRUM
8.21,5.32,4.67,SMALL_DRUM
8.67,4.96,2.78,SMALL_DRUM
6.99,3.06,2.32,SMALL_DRUM
9.77,4.98,3.34,SMALL_DRUM
7.92,5.2,3.14,SMALL_DRUM
8.49,5.39,3.54,SMALL_DRUM
7.71,5.18,3.73,SMALL_DRUM
6.24,4.23,2.48,SMALL_DRUM
7.79,4.8,3.45,SMALL_DRUM
7.48,4.63,3.72,SMALL_DRUM
7.84,5.43,3.09,SMALL_DRUM
8.32,4.84,3.27,SMALL_DRUM
7.64,5.29,3.25,SMALL_DRUM
8.08,5.51,3.74,SMALL_DRUM
8.25,5.19,3.79,SMALL_DRUM
7.92,4.88,3.14,SMALL_DRUM
8.15,4.55,3.30,SMALL_DRUM
7.18,4.61,3.04,SMALL_DRUM
7.67,5.12,3.09,SMALL_DRUM
8.22,4.76,3.00,SMALL_DRUM
7.65,5.11,4.18,SMALL_DRUM
8.69,5.31,3.81,SMALL_DRUM
7.43,4.85,3.13,SMALL_DRUM
7.56,4.62,3.02,SMALL_DRUM
8.02,5.39,3.52,SMALL_DRUM
7.30,4.45,3.16,SMALL_DRUM
7.37,4.92,3.01,SMALL_DRUM
7.93,5.58,3.77,SMALL_DRUM
7.59,5.17,3.45,SMALL_DRUM
7.61,4.01,2.76,SMALL_DRUM
8.02,5.01,3.26,SMALL_DRUM
8.46,5.59,3.54,SMALL_DRUM
8.21,4.9,3.24,SMALL_DRUM
7.33,5.42,3.89,SMALL_DRUM
8.64,5.57,2.79,SMALL_DRUM
8.07,4.67,2.71,SMALL_DRUM
8.52,5.41,3.09,SMALL_DRUM
7.50,4.81,3.21,SMALL_DRUM
8.03,5,3.21,SMALL_DRUM
8.15,5.1,3.37,SMALL_DRUM
8.15,5.68,3.18,SMALL_DRUM
7.80,5.15,3.25,SMALL_DRUM
8.01,5.8,3.68,SMALL_DRUM
7.66,5.14,3.45,SMALL_DRUM
7.82,4.74,3.53,SMALL_DRUM
7.35,5.12,3.38,SMALL_DRUM
8.64,5.66,3.13,SMALL_DRUM
7.67,4.92,3.14,SMALL_DRUM
7.92,5.31,3.63,SMALL_DRUM
8.37,5.31,3.65,SMALL_DRUM
7.79,5.12,2.83,SMALL_DRUM
8.65,5.08,3.46,SMALL_DRUM
7.44,6.28,3.06,SMALL_DRUM
7.58,5.08,3.29,SMALL_DRUM
7.38,5,3.35,SMALL_DRUM
7.52,5.33,3.78,SMALL_DRUM
7.77,5.51,3.68,SMALL_DRUM
8.33,5.28,3.56,SMALL_DRUM
7.76,5.16,3.15,SMALL_DRUM
8.33,5.42,3.24,SMALL_DRUM
7.94,5.22,3.66,SMALL_DRUM
8.43,5.43,3.65,SMALL_DRUM
8.42,5.29,3.18,SMALL_DRUM
8.22,5.08,3.30,SMALL_DRUM
7.47,4.48,2.63,SMALL_DRUM
6.83,4.9,3.24,SMALL_DRUM
8.48,4.73,3.39,SMALL_DRUM
7.69,4.86,3.35,SMALL_DRUM
7.94,5.19,2.91,SMALL_DRUM
7.84,5.61,3.51,SMALL_DRUM
8.70,5.71,4.11,SMALL_DRUM
8.34,5.01,3.59,SMALL_DRUM
8.98,5.77,3.97,SMALL_DRUM
8.39,5.33,3.70,SMALL_DRUM
7.24,5.39,3.00,SMALL_DRUM
7.92,4.82,3.61,SMALL_DRUM
7.63,5.18,2.79,SMALL_DRUM
7.39,5.09,3.19,SMALL_DRUM
7.87,5.18,3.16,SMALL_DRUM
7.94,5.25,3.66,SMALL_DRUM
8.14,7.02,3.27,SMALL_DRUM
8.25,5.78,3.01,SMALL_DRUM
8.57,5.39,3.58,SMALL_DRUM
8.43,5.34,3.44,SMALL_DRUM
7.31,5.04,3.12,SMALL_DRUM
7.48,5.09,3.27,SMALL_DRUM
8.99,5.61,3.29,SMALL_DRUM
8.18,4.83,3.90,SMALL_DRUM
6.77,4.79,2.99,SMALL_DRUM
7.88,4.88,3.01,SMALL_DRUM
7.98,5.29,3.06,SMALL_DRUM
6.70,3.97,2.27,SMALL_DRUM
8.04,4.61,3.25,SMALL_DRUM
7.59,5.27,3.26,SMALL_DRUM
6.53,4.36,2.47,SMALL_DRUM
6.25,4.72,3.16,SMALL_DRUM
7.53,4.8,3.24,SMALL_DRUM
8.55,5.1,3.45,SMALL_DRUM
7.62,5.36,3.22,SMALL_DRUM
7.53,4.42,2.83,SMALL_DRUM
7.17,5.13,2.96,SMALL_DRUM
7.85,4.65,3.38,SMALL_DRUM
6.55,4.6,2.55,SMALL_DRUM
7.84,5.09,3.92,SMALL_DRUM
7.55,4.76,2.70,SMALL_DRUM
7.60,4.94,2.75,SMALL_DRUM
7.39,4.35,3.02,SMALL_DRUM
5.80,4.29,2.83,SMALL_DRUM
6.88,4.98,3.54,SMALL_DRUM
5.95,3.98,2.56,SMALL_DRUM
7.82,4.69,3.32,SMALL_DRUM
8.46,5.46,3.75,SMALL_DRUM
6.23,4.08,2.51,SMALL_DRUM
8.02,5.11,3.64,SMALL_DRUM
7.72,5.45,3.34,SMALL_DRUM
7.58,5.11,3.03,SMALL_DRUM
6.06,3.97,2.22,SMALL_DRUM
7.04,5.12,2.68,SMALL_DRUM
7.74,5.05,3.38,SMALL_DRUM
6.73,5.06,2.80,SMALL_DRUM
7.46,4.6,2.43,SMALL_DRUM
7.57,4.48,2.90,SMALL_DRUM
8.58,5.21,3.56,SMALL_DRUM
7.87,4.63,3.48,SMALL_DRUM
7.92,5.2,3.19,SMALL_DRUM
7.55,5.03,2.57,SMALL_DRUM
6.53,4.83,2.22,SMALL_DRUM
7.63,5.24,3.45,SMALL_DRUM
7.73,4.8,3.48,SMALL_DRUM
7.73,4.76,3.15,SMALL_DRUM
7.14,4.34,2.46,SMALL_DRUM
7.63,4.7,3.14,SMALL_DRUM
8.65,5.03,3.51,SMALL_DRUM
8.59,4.67,3.62,SMALL_DRUM
7.00,4.43,2.34,SMALL_DRUM
7.40,4.84,3.18,SMALL_DRUM
5.89,4.55,2.63,SMALL_DRUM
8.65,5.02,3.62,SMALL_DRUM
7.66,5.44,3.52,SMALL_DRUM
7.62,4.81,3.20,SMALL_DRUM
5.98,3.7,2.15,SMALL_DRUM
6.41,3.98,2.71,SMALL_DRUM
6.08,4.44,2.15,SMALL_DRUM
7.45,4.76,3.09,SMALL_DRUM
7.39,5.4,3.69,SMALL_DRUM
8.08,5.64,3.48,SMALL_DRUM
7.40,5.44,3.39,SMALL_DRUM
8.41,4.99,2.37,SMALL_DRUM
7.98,4.87,2.87,SMALL_DRUM
8.26,4.93,3.41,SMALL_DRUM
7.81,5.01,3.23,SMALL_DRUM
7.07,5.04,3.56,SMALL_DRUM
8.24,4.79,3.25,SMALL_DRUM
7.49,7.67,3.05,SMALL_DRUM
7.17,4.64,2.76,SMALL_DRUM
6.54,4.74,3.08,SMALL_DRUM
7.70,5.76,2.23,SMALL_DRUM
9.78,5.19,3.66,SMALL_DRUM
7.59,4.3,3.60,SMALL_DRUM
7.26,3.07,2.02,SMALL_DRUM
6.23,4.89,3.31,SMALL_DRUM
8.56,4.92,3.40,SMALL_DRUM
8.35,5.56,3.56,SMALL_DRUM
7.91,5.05,3.19,SMALL_DRUM
9.19,4.91,3.42,SMALL_DRUM
7.46,5.19,3.12,SMALL_DRUM
7.86,5.17,3.46,SMALL_DRUM
8.97,4.97,3.46,SMALL_DRUM
7.17,4.61,2.89,SMALL_DRUM
8.84,5.56,3.05,SMALL_DRUM
7.21,4.82,2.91,SMALL_DRUM
7.93,5.09,3.42,SMALL_DRUM
7.19,4.2,2.98,SMALL_DRUM
7.72,5.02,3.51,SMALL_DRUM
6.88,5.59,2.46,SMALL_DRUM
8.12,5.39,3.44,SMALL_DRUM
8.83,5.34,3.44,SMALL_DRUM
7.40,4.76,3.36,SMALL_DRUM
7.57,4.93,3.09,SMALL_DRUM
8.90,4.86,3.38,SMALL_DRUM
8.13,4.9,2.99,SMALL_DRUM
8.12,4.93,3.41,SMALL_DRUM
8.43,5.85,2.65,SMALL_DRUM
8.02,5.07,3.65,SMALL_DRUM
7.53,5.31,3.13,SMALL_DRUM
9.29,5.46,3.77,SMALL_DRUM
7.74,4.8,3.05,SMALL_DRUM
7.94,5.23,3.49,SMALL_DRUM
7.87,5.15,3.51,SMALL_DRUM
8.18,5.38,3.38,SMALL_DRUM
7.85,5.05,3.99,SMALL_DRUM
8.90,5.46,3.36,SMALL_DRUM
8.32,5.22,3.92,SMALL_DRUM
7.33,4.42,2.65,SMALL_DRUM
7.74,5.28,3.48,SMALL_DRUM
8.47,5.31,3.61,SMALL_DRUM
8.12,5.69,3.66,SMALL_DRUM
7.93,5.57,3.61,SMALL_DRUM
6.78,4.58,2.34,SMALL_DRUM
8.12,4.97,3.35,SMALL_DRUM
7.15,4.18,3.45,SMALL_DRUM
8.65,5.87,3.58,SMALL_DRUM
8.54,5.94,3.44,SMALL_DRUM
7.77,5.47,3.68,SMALL_DRUM
8.39,5.3,3.54,SMALL_DRUM
8.06,4.86,3.53,SMALL_DRUM
7.89,4.9,2.51,SMALL_DRUM
7.83,4.18,2.17,SMALL_DRUM
7.09,4.63,1.96,SMALL_DRUM
7.37,5.08,3.35,SMALL_DRUM
8.11,5.41,3.80,SMALL_DRUM
7.40,5.25,3.00,SMALL_DRUM
6.70,4.66,2.60,SMALL_DRUM
7.90,5.7,3.62,SMALL_DRUM
9.08,5.37,3.01,SMALL_DRUM
7.54,4.52,3.02,SMALL_DRUM
7.02,4.82,3.06,SMALL_DRUM
7.52,4.68,2.61,SMALL_DRUM
7.68,5.69,3.49,SMALL_DRUM
7.11,5.21,3.69,SMALL_DRUM
7.89,5.11,3.51,SMALL_DRUM
8.10,5.45,3.21,SMALL_DRUM
7.12,4.31,3.02,SMALL_DRUM
8.20,6.31,3.15,SMALL_DRUM
9.89,6.12,3.34,SMALL_DRUM
9.10,6.19,3.50,SMALL_DRUM
9.51,7.59,3.01,SMALL_DRUM
8.95,6.02,3.11,SMALL_DRUM
9.21,6.41,3.01,SMALL_DRUM
9.32,6.53,3.12,SMALL_DRUM
9.10,4.55,3.53,SMALL_DRUM
9.35,5.12,3.44,SMALL_DRUM
9.01,7.72,2.89,SMALL_DRUM
10.41,6.58,2.12,SMALL_DRUM
10.35,6.53,3.41,SMALL_DRUM
9.41,7.02,3.45,SMALL_DRUM
6.21,7.21,2.98,SMALL_DRUM
9.31,6.55,2.13,SMALL_DRUM
10.52,7.01,3.16,SMALL_DRUM
6.12,6.59,2.71,SMALL_DRUM
9.72,7.09,3.21,SMALL_DRUM
9.01,6.8,3.05,SMALL_DRUM
9.51,7.51,3.00,SMALL_DRUM
9.21,6.41,3.47,SMALL_DRUM
9.21,7.59,3.12,SMALL_DRUM
9.19,7.04,3.56,SMALL_DRUM
9.91,6.33,3.45,SMALL_DRUM
9.87,7.3,3.26,SMALL_DRUM
9.52,6.79,3.92,SMALL_DRUM
9.17,6.8,3.49,SMALL_DRUM
9.00,6.23,3.56,SMALL_DRUM
9.63,7.05,3.19,SMALL_DRUM
10.21,6.56,3.56,SMALL_DRUM
1045.00,6.78,3.02,SMALL_DRUM
6.91,4.69,2.45,SMALL_DRUM
10.63,6.82,3.09,SMALL_DRUM
9.18,6.93,3.42,SMALL_DRUM
9.81,5.98,3.20,SMALL_DRUM
9.31,6.28,3.52,SMALL_DRUM
8.50,6.87,3.21,SMALL_DRUM
7.89,5.61,2.65,SMALL_DRUM
8.72,6.97,3.10,SMALL_DRUM
9.89,5.98,3.15,SMALL_DRUM
9.61,7.45,3.90,SMALL_DRUM
9.17,6.8,2.32,SMALL_DRUM
7.62,7.18,2.29,SMALL_DRUM
9.86,6.89,3.12,SMALL_DRUM
9.60,7.02,3.99,SMALL_DRUM
9.82,7.12,2.89,SMALL_DRUM
9.17,6.28,2.32,SMALL_DRUM
9.21,6.69,3.12,SMALL_DRUM
9.35,7.31,3.23,SMALL_DRUM
10.01,6.48,3.42,SMALL_DRUM
9.89,6.65,3.53,SMALL_DRUM
8.23,6.9,2.34,SMALL_DRUM
9.62,6.82,3.51,SMALL_DRUM
8.23,5.42,2.34,SMALL_DRUM
8.13,5.4,3.71,SMALL_DRUM
6.72,4.75,2.18,SMALL_DRUM
7.73,4.81,3.06,SMALL_DRUM
10.00,6.65,3.60,SMALL_DRUM
8.92,6.91,3.52,SMALL_DRUM
7.95,5.48,3.12,SMALL_DRUM
9.12,4.56,3.00,SMALL_DRUM
8.59,4,3.02,SMALL_DRUM
9.96,4.21,3.43,SMALL_DRUM
9.42,6.12,3.89,SMALL_DRUM
9.21,6.34,3.69,SMALL_DRUM
7.08,4.56,3.02,SMALL_DRUM
8.12,5.39,3.91,SMALL_DRUM
6.70,4.81,2.57,SMALL_DRUM
9.18,5.41,2.50,SMALL_DRUM
7.61,5.62,3.02,SMALL_DRUM
9.18,6.42,3.12,SMALL_DRUM
9.21,7.89,3.15,SMALL_DRUM
9.44,6.82,3.76,SMALL_DRUM
7.52,4.63,2.68,SMALL_DRUM
7.42,5.42,3.91,SMALL_DRUM
7.93,6.62,2.68,SMALL_DRUM
8.21,5.45,3.89,SMALL_DRUM
8.94,6.76,3.52,SMALL_DRUM
9.44,6.95,3.71,SMALL_DRUM
9.45,6.21,3.06,SMALL_DRUM
8.41,5.54,3.26,SMALL_DRUM
7.21,7.12,3.62,SMALL_DRUM
9.42,6.8,3.74,SMALL_DRUM
9.93,7.95,3.42,SMALL_DRUM
7.07,5.54,3.12,SMALL_DRUM
9.47,6.93,3.53,SMALL_DRUM
9.61,6.56,3.32,SMALL_DRUM
9.03,5.03,2.45,SMALL_DRUM
9.01,6.1,3.05,SMALL_DRUM
7.11,6.05,3.34,SMALL_DRUM
7.20,4.5,2.98,SMALL_DRUM
8.33,6.01,4.00,SMALL_DRUM
7.55,6.15,2.15,SMALL_DRUM
9.18,5.7,6.41,SMALL_DRUM
7.01,5.03,2.64,SMALL_DRUM
7.45,5.06,3.02,SMALL_DRUM
7.30,4.78,2.44,SMALL_DRUM
8.02,6.92,3.07,SMALL_DRUM
8.24,6.94,3.67,SMALL_DRUM
8.50,5.23,3.87,SMALL_DRUM
7.56,5.03,2.92,SMALL_DRUM
8.34,6.04,3.62,SMALL_DRUM
8.12,5.4,3.81,SMALL_DRUM
7.45,5.34,3.02,SMALL_DRUM
6.70,4.7,2.75,SMALL_DRUM
7.95,5.71,3.64,SMALL_DRUM
9.10,5.47,3.12,SMALL_DRUM
7.61,4.59,3.02,SMALL_DRUM
7.07,4.82,3.07,SMALL_DRUM
7.54,4.67,2.68,SMALL_DRUM
7.73,6.02,3.51,SMALL_DRUM
9.23,5.09,3.59,SMALL_DRUM
7.09,4.81,3.06,SMALL_DRUM
8.55,5.54,3.57,SMALL_DRUM
7.10,4,3.20,SMALL_DRUM
8.25,6.52,3.14,SMALL_DRUM
10.01,6.63,3.60,SMALL_DRUM
9.23,6.81,3.72,SMALL_DRUM
9.93,7.95,3.02,SMALL_DRUM
8.93,6.67,3.51,SMALL_DRUM
9.56,7.11,3.02,SMALL_DRUM
9.47,6.61,3.51,SMALL_DRUM
9.42,6.93,3.81,SMALL_DRUM
9.44,6.8,3.75,SMALL_DRUM
7.05,4.61,2.92,SMALL_DRUM
7.34,4.63,2.94,SMALL_DRUM
8.01,4.27,3.00,SMALL_DRUM
8.11,4.8,2.79,SMALL_DRUM
8.31,5.01,2.92,SMALL_DRUM
9.90,6.33,2.69,SMALL_DRUM
10.55,6.89,3.15,SMALL_DRUM
9.96,7.17,4.65,SMALL_DRUM
9.18,7.7,3.46,SMALL_DRUM
11.02,6.87,3.07,SMALL_DRUM
9.02,7.04,3.10,SMALL_DRUM
10.01,6.45,3.47,SMALL_DRUM
9.74,7.18,3.10,SMALL_DRUM
9.75,6.49,3.46,SMALL_DRUM
9.90,7.24,3.21,SMALL_DRUM
9.78,7.33,3.36,SMALL_DRUM
9.55,6.82,3.97,SMALL_DRUM
11.19,6.82,3.43,SMALL_DRUM
11.02,6.33,3.69,SMALL_DRUM
9.62,7.04,3.21,SMALL_DRUM
10.32,6.65,3.65,SMALL_DRUM
10.64,6.87,3.10,SMALL_DRUM
7.01,6.97,3.52,SMALL_DRUM
8.01,6.48,2.42,SMALL_DRUM
9.35,7.18,3.09,SMALL_DRUM
9.90,7.32,3.22,SMALL_DRUM
10.64,7.11,3.02,SMALL_DRUM
9.92,6.7,3.33,SMALL_DRUM
9.94,6.97,3.62,SMALL_DRUM
9.56,6.97,3.92,SMALL_DRUM
9.74,6.73,2.49,SMALL_DRUM
9.80,6.82,2.16,SMALL_DRUM
9.48,6.95,3.81,SMALL_DRUM
9.02,7.07,2.88,SMALL_DRUM
8.64,7.11,3.05,SMALL_DRUM
9.60,7.08,3.99,SMALL_DRUM
9.62,7.45,2.25,SMALL_DRUM
9.81,7.12,3.79,SMALL_DRUM
9.17,6.82,2.32,SMALL_DRUM
9.71,6.92,3.42,SMALL_DRUM
9.82,5.99,3.30,SMALL_DRUM
9.34,6.22,3.50,SMALL_DRUM
9.40,6.77,3.44,SMALL_DRUM
8.50,6.78,3.22,SMALL_DRUM
8.33,5.44,2.59,SMALL_DRUM
7.99,5.67,2.66,SMALL_DRUM
8.77,6.99,3.12,SMALL_DRUM
9.89,5.98,3.16,SMALL_DRUM
9.73,6.65,3.35,SMALL_DRUM
9.81,7.12,3.42,SMALL_DRUM
9.43,5.67,3.30,SMALL_DRUM
8.23,5.44,2.35,SMALL_DRUM
9.62,6.88,3.62,SMALL_DRUM
7.12,5.7,3.22,SMALL_DRUM
7.50,5.9,3.32,SMALL_DRUM
8.55,6.01,3.35,SMALL_DRUM
7.80,5.8,3.70,SMALL_DRUM
8.66,6.9,3.40,SMALL_DRUM
8.77,6.81,3.81,SMALL_DRUM
5.20,3.5,2.33,SMALL_DRUM
6.50,3.55,2.49,SMALL_DRUM
7.29,4.25,2.80,SMALL_DRUM
8.29,5.21,2.91,SMALL_DRUM
8.55,5.67,3.91,SMALL_DRUM
8.11,5.01,3.01,SMALL_DRUM
7.29,4.89,2.77,SMALL_DRUM
6.31,3.27,2.50,SMALL_DRUM
5.20,3.1,2.11,SMALL_DRUM
7.11,5.02,2.32,SMALL_DRUM
8.71,6.01,3.16,SMALL_DRUM
9.42,6.25,3.98,SMALL_DRUM
7.11,5.02,2.32,SMALL_DRUM
7.27,4.35,3.04,SMALL_DRUM
4.45,3.19,2.07,SMALL_DRUM
5.18,3.16,2.12,SMALL_DRUM
7.19,5.22,2.80,SMALL_DRUM
8.85,5.21,3.12,SMALL_DRUM
7.78,4.32,2.88,SMALL_DRUM
9.89,6.89,4.20,SMALL_DRUM
7.15,5.18,3.21,SMALL_DRUM
6.89,4.3,2.39,SMALL_DRUM
8.08,5.05,3.09,SMALL_DRUM
7.89,4.09,2.99,SMALL_DRUM
4.58,3.12,2.15,SMALL_DRUM
6.05,3.02,2.15,SMALL_DRUM
7.70,4.22,3.90,SMALL_DRUM
5.35,3.55,2.84,SMALL_DRUM
9.35,6.22,3.89,SMALL_DRUM
8.89,5.32,3.79,SMALL_DRUM
9.69,6.38,4.99,SMALL_DRUM
4.14,3.01,2.08,SMALL_DRUM
7.89,5.07,3.99,SMALL_DRUM
6.06,3.09,2.22,SMALL_DRUM
7.98,4.81,3.21,SMALL_DRUM
8.89,5.45,3.23,SMALL_DRUM
7.23,4.23,3.25,SMALL_DRUM
5.29,3.28,2.45,SMALL_DRUM
5.19,3.2,2.09,SMALL_DRUM
7.89,4.39,2.24,SMALL_DRUM
9.89,6.89,4.20,SMALL_DRUM
7.20,4.19,2.10,SMALL_DRUM
6.89,4.3,2.39,SMALL_DRUM
7.21,4.19,2.01,SMALL_DRUM
6.89,4.3,2.39,SMALL_DRUM
7.21,4.1,2.01,SMALL_DRUM
7.79,4.55,3.39,SMALL_DRUM
6.25,3.15,2.02,SMALL_DRUM
8.66,5.44,3.45,SMALL_DRUM
8.78,4.29,3.11,SMALL_DRUM
9.01,5.19,4.09,SMALL_DRUM
8.55,4.44,3.11,SMALL_DRUM
7.42,3.19,2.12,SMALL_DRUM
5.22,3.07,2.01,SMALL_DRUM
8.21,4.2,3.09,SMALL_DRUM
7.33,4.11,2.32,SMALL_DRUM
7.30,4.11,2.32,SMALL_DRUM
6.55,3.11,2.10,SMALL_DRUM
4.12,3.03,2.02,SMALL_DRUM
5.10,3.07,2.12,SMALL_DRUM
6.79,3.18,2.19,SMALL_DRUM
7.76,4.02,3.02,SMALL_DRUM
5.22,3.02,2.01,SMALL_DRUM
9.88,6.67,4.12,SMALL_DRUM
7.11,4.41,2.80,SMALL_DRUM
7.30,5.23,2.99,SMALL_DRUM
5.70,3.66,2.58,SMALL_DRUM
6.90,4.6,2.62,SMALL_DRUM
8.08,5.26,2.01,SMALL_DRUM
6.64,3.52,2.02,SMALL_DRUM
6.02,3.82,2.06,SMALL_DRUM
6.11,4.21,2.68,SMALL_DRUM
6.89,4.11,2.51,SMALL_DRUM
6.12,3.32,2.15,SMALL_DRUM
8.10,5.18,3.50,SMALL_DRUM
8.51,6.59,3.01,SMALL_DRUM
7.20,4.13,2.15,SMALL_DRUM
8.35,5.12,3.44,SMALL_DRUM
9.01,6.72,3.89,SMALL_DRUM
10.35,6.63,4.01,SMALL_DRUM
9.41,6.02,3.45,SMALL_DRUM
6.21,4.21,3.01,SMALL_DRUM
9.31,5.6,3.13,SMALL_DRUM
6.12,4.59,2.21,SMALL_DRUM
9.51,6.5,3.59,SMALL_DRUM
9.72,6.98,4.22,SMALL_DRUM
9.51,6.51,3.33,SMALL_DRUM
9.91,6.04,3.23,SMALL_DRUM
9.52,6.79,3.92,SMALL_DRUM
7.13,4.5,3.22,SMALL_DRUM
8.92,5.38,3.16,SMALL_DRUM
6.08,4.56,2.02,SMALL_DRUM
7.62,4.18,2.29,SMALL_DRUM
7.72,4.81,3.06,SMALL_DRUM
9.21,6.89,3.12,SMALL_DRUM
7.52,4.63,3.03,SMALL_DRUM
7.93,5.62,3.01,SMALL_DRUM
9.44,6.95,4.22,SMALL_DRUM
8.41,5.54,3.51,SMALL_DRUM
8.20,5.5,3.40,SMALL_DRUM
7.31,4.25,3.11,SMALL_DRUM
6.02,3.01,2.08,SMALL_DRUM
7.56,4.01,2.02,SMALL_DRUM
7.11,3.06,2.10,SMALL_DRUM
6.11,4.05,2.02,SMALL_DRUM
7.55,4.67,2.91,SMALL_DRUM
7.11,4.01,2.01,SMALL_DRUM
6.29,3.89,2.55,SMALL_DRUM
5.31,3.27,2.04,SMALL_DRUM
6.27,3.35,2.09,SMALL_DRUM
7.71,5.01,2.22,SMALL_DRUM
7.89,4.32,2.69,SMALL_DRUM
6.20,3.19,1.99,SMALL_DRUM
8.01,4.19,3.53,SMALL_DRUM
8.42,5.25,3.87,SMALL_DRUM
8.22,4.42,3.78,SMALL_DRUM
5.88,4.12,2.15,SMALL_DRUM
7.07,4.12,3.08,SMALL_DRUM
8.21,5.1,3.01,SMALL_DRUM
9.66,6.44,4.45,SMALL_DRUM
7.31,4.27,3.50,SMALL_DRUM
9.55,6.57,4.91,SMALL_DRUM
8.27,5.35,3.04,SMALL_DRUM
7.06,4.09,3.22,SMALL_DRUM
7.87,4.32,3.05,SMALL_DRUM
9.55,5.22,3.09,SMALL_DRUM
8.43,4.87,3.77,SMALL_DRUM
5.25,3.19,2.09,SMALL_DRUM
6.76,4.11,3.01,SMALL_DRUM
9.01,5.02,3.78,SMALL_DRUM
7.76,3.82,2.97,SMALL_DRUM
5.16,3.1,2.05,SMALL_DRUM
4.18,2.89,1.77,SMALL_DRUM
10.10,6.12,4.19,SMALL_DRUM
6.19,3.58,2.01,SMALL_DRUM
9.22,5.18,3.81,SMALL_DRUM
4.11,2.79,1.68,SMALL_DRUM
8.22,4.18,3.69,SMALL_DRUM
6.87,4.32,2.99,SMALL_DRUM
7.43,3.87,2.76,SMALL_DRUM
8.01,4.02,3.66,SMALL_DRUM
9.01,5.12,3.89,SMALL_DRUM
7.12,4.4,2.81,SMALL_DRUM
8.56,6.11,3.02,SMALL_DRUM
8.70,5.54,3.35,SMALL_DRUM
8.03,4.03,2.45,SMALL_DRUM
6.11,3.05,2.24,SMALL_DRUM
7.34,5.04,2.62,SMALL_DRUM
7.77,5.99,3.12,SMALL_DRUM
6.05,3.61,2.92,SMALL_DRUM
8.90,5.69,5.33,SMALL_DRUM
8.81,6.15,5.89,SMALL_DRUM
9.55,6.3,6.17,SMALL_DRUM
8.86,5.93,5.85,SMALL_DRUM
9.32,5.65,5.62,SMALL_DRUM
8.78,6.46,6.70,SMALL_DRUM
8.94,5.77,5.65,SMALL_DRUM
8.60,6.07,5.98,SMALL_DRUM
8.90,6.38,6.37,SMALL_DRUM
9.44,5.83,5.60,SMALL_DRUM
8.62,6.21,6.12,SMALL_DRUM
8.55,5.97,5.94,SMALL_DRUM
9.64,6.1,6.04,SMALL_DRUM
10.02,7.07,5.87,SMALL_DRUM
9.48,5.82,5.79,SMALL_DRUM
8.78,6.36,6.33,SMALL_DRUM
8.90,6.35,6.24,SMALL_DRUM
8.75,5.46,5.49,SMALL_DRUM
8.80,6.13,5.82,SMALL_DRUM
10.19,5.43,5.82,SMALL_DRUM
8.35,7.1,6.18,SMALL_DRUM
9.74,5.49,5.71,SMALL_DRUM
10.01,5.46,5.45,SMALL_DRUM
7.55,4.67,2.91,SMALL_DRUM
7.11,4.01,2.01,SMALL_DRUM
6.29,3.89,2.78,SMALL_DRUM
5.31,2.27,2.40,SMALL_DRUM
6.11,4.02,2.01,SMALL_DRUM
7.71,5.01,2.16,SMALL_DRUM
8.42,5.25,2.98,SMALL_DRUM
6.27,3.38,2.04,SMALL_DRUM
3.35,2.19,1.07,SMALL_DRUM
4.18,2.16,1.12,SMALL_DRUM
6.90,4.22,1.80,SMALL_DRUM
7.85,4.21,2.12,SMALL_DRUM
6.15,3.08,2.21,SMALL_DRUM
5.89,3.3,1.39,SMALL_DRUM
7.88,3.12,2.15,SMALL_DRUM
7.08,4.03,2.39,SMALL_DRUM
8.89,3.89,3.20,SMALL_DRUM
6.20,3.19,2.09,SMALL_DRUM
6.21,3.1,1.99,SMALL_DRUM
8.69,5.39,3.99,SMALL_DRUM
6.50,4.22,2.22,SMALL_DRUM
7.29,4.9,2.32,SMALL_DRUM
5.50,4.21,2.45,SMALL_DRUM
7.66,2.55,2.49,SMALL_DRUM
7.55,5.9,2.41,SMALL_DRUM
6.98,4.01,2.35,SMALL_DRUM
6.70,4.07,2.99,SMALL_DRUM
5.05,3.22,2.90,SMALL_DRUM
8.89,2.02,1.15,SMALL_DRUM
7.71,5.89,3.20,SMALL_DRUM
8.32,5.34,3.66,SMALL_DRUM
6.45,5.42,3.32,SMALL_DRUM
7.35,4.82,2.64,SMALL_DRUM
7.82,5.65,3.53,SMALL_DRUM
9.13,5.37,3.21,SMALL_DRUM
6.05,4.75,3.13,SMALL_DRUM
9.51,6.81,3.51,SMALL_DRUM
8.44,5.7,3.57,SMALL_DRUM
8.27,6.33,3.41,SMALL_DRUM
9.77,6.95,3.18,SMALL_DRUM
6.59,5.54,2.78,SMALL_DRUM
9.78,5.89,3.15,SMALL_DRUM
8.92,6.47,3.81,SMALL_DRUM
7.13,6.95,3.51,SMALL_DRUM
7.59,5.99,3.01,SMALL_DRUM
9.63,6.7,2.77,SMALL_DRUM
9.73,6.65,3.35,SMALL_DRUM
9.81,7.12,3.42,SMALL_DRUM
